237,440
363,689
351,689
243,455
267,883
460,1417
484,1417
267,458
332,1455
725,2309
572,2309
332,1007
403,2229
1052,3557
578,3557
403,1678
433,3091
1252,4909
780,4909
437,1837
504,4024
2311,6409
977,6409
508,2386
603,5395
1823,8541
1032,8541
603,5411
662,6691
2208,10593
1069,10593
662,6105
644,8175
4049,12953
1198,12953
658,3543
754,9778
4769,15469
1425,15469
759,7868
